timestamp,model,line_id,from_bus,to_bus,v_surface_ms,p_tower,p_span,p_line,towers,spans,design_line_load_n,design_tower_load_kn
2024-09-01 00:00:00,schloemer,L0,22,23,62.04283002171446,5.7032822908809067e-11,3.1825804525098533e-06,2.546058814045793e-05,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L1,23,69,59.8989189060876,1.045985520420345e-11,4.325833857787842e-08,3.461084956413174e-07,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L2,23,71,61.47037794033013,3.629230249657667e-11,1.1156212887941663e-06,8.925080629218485e-06,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L3,29,37,48.34419263673691,1.3322676295501878e-15,0.0,5.329070518200751e-15,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L4,32,36,47.385111223871796,6.661338147750939e-16,0.0,2.6645352591003757e-15,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L5,33,36,48.297428932209904,1.3322676295501878e-15,0.0,5.329070518200751e-15,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L6,33,42,49.45717745702613,2.9976021664879227e-15,0.0,1.199040866595169e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L7,34,36,47.13735354300854,5.551115123125783e-16,0.0,2.220446049250313e-15,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L8,36,38,47.96972345506449,9.992007221626409e-16,0.0,3.9968028886505635e-15,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L9,36,39,48.635806261385724,1.6653345369377348e-15,0.0,6.661338147750939e-15,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L10,37,36,48.45986746370809,1.4432899320127035e-15,0.0,2.886579864025407e-14,20,48,2185542.33716,34764.744572
2024-09-01 00:00:00,schloemer,L11,37,64,50.2523308630508,5.551115123125783e-15,0.0,2.220446049250313e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L12,38,39,48.73178590888684,1.7763568394002505e-15,0.0,7.105427357601002e-15,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L13,39,40,49.89054664816018,4.218847493575595e-15,0.0,1.687538997430238e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L14,39,41,50.54605178960315,6.8833827526759706e-15,0.0,2.7533531010703882e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L15,40,41,51.03774554077732,1.0103029524088925e-14,0.0,4.04121180963557e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L16,41,48,53.13551537098226,5.0737192225369654e-14,0.0,2.0294876890147862e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L17,41,48,53.13551537098226,5.0737192225369654e-14,0.0,2.0294876890147862e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L18,42,43,51.1013786103064,1.0547118733938987e-14,0.0,4.218847493575595e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L19,43,44,52.91784905280113,4.285460875053104e-14,0.0,1.7141843500212417e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L20,44,45,54.62649328382237,1.6220358389773537e-13,5.440092820663267e-15,6.923350781562476e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L21,44,48,54.21399282410211,1.1746159600534156e-13,9.992007221626409e-16,4.778399897986674e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L22,45,46,55.513452281042106,3.256284131225584e-13,1.475486399726833e-13,2.4829027722717e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L23,45,47,55.72363858119548,3.8413716652030416e-13,3.098632461728812e-13,4.015454635464266e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L24,46,48,55.10351125769179,2.3592239273284576e-13,3.3084646133829665e-14,1.2083667400020204e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L25,46,68,55.706798477323126,3.7914116290949096e-13,2.922107000813412e-13,3.8542502522886934e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L26,47,48,55.29702289855168,2.7466917629226373e-13,6.761258219967203e-14,1.6395773627664312e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L27,48,49,54.95202079610811,2.0938806244430452e-13,1.8762769116165146e-14,9.876544027065393e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L28,48,50,55.3651021153223,2.8976820942716586e-13,8.64863736182997e-14,1.850963826655061e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L29,48,53,54.52675568082812,1.5010215292932116e-13,3.6637359812630166e-15,6.297184995673888e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L30,48,53,54.52675568082812,1.5010215292932116e-13,3.6637359812630166e-15,6.297184995673888e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L31,48,65,53.41860583152606,6.317169010117141e-14,0.0,2.5268676040468563e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L32,48,65,53.41860583152606,6.317169010117141e-14,0.0,2.5268676040468563e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L33,48,68,55.25961900946445,2.666755705149626e-13,5.895284260759581e-14,1.538325022920617e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L34,49,56,55.31963082279534,2.795541576006144e-13,7.338574192772285e-14,1.7053025658242404e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L35,50,51,56.51942059153382,7.19535542259564e-13,4.482858528831457e-12,3.874101039968991e-11,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L36,50,57,56.022260068266455,4.860556401808935e-13,8.663070261150096e-13,8.874678769643651e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L37,51,52,56.31167386778959,6.107336858462986e-13,2.2785107134382088e-12,2.0671020450890865e-11,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L38,52,53,55.04311318114301,2.2493118478905672e-13,2.6423307986078726e-14,1.1111112030448567e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L39,53,54,54.046840953575966,1.0313971898767704e-13,5.551115123125783e-16,4.169997680492088e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L40,53,55,54.39758991342746,1.3566925360919413e-13,2.220446049250313e-15,5.60440582830779e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L41,53,58,53.572991059386744,7.127631818093505e-14,1.1102230246251565e-16,2.859934511434403e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L42,54,55,54.06491717777151,1.0458300891968975e-13,5.551115123125783e-16,4.227729277772596e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L43,54,58,53.249336655226855,5.540012892879531e-14,0.0,2.2160051571518125e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L44,55,56,54.875873002885186,1.9728663147589032e-13,1.4099832412739488e-14,9.019451852054772e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L45,55,57,55.16742573020607,2.4802382370125997e-13,4.196643033083092e-14,1.3278267374516872e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L46,55,58,53.59710313893918,7.260858581048524e-14,1.1102230246251565e-16,2.913225216616411e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L47,55,58,53.59710313893918,7.260858581048524e-14,1.1102230246251565e-16,2.913225216616411e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L48,58,59,52.060897331462705,2.2093438190040615e-14,0.0,8.837375276016246e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L49,58,60,52.065439869946296,2.220446049250313e-14,0.0,8.881784197001252e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L50,59,60,51.35157341744765,1.27675647831893e-14,0.0,5.10702591327572e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L51,59,61,51.33621398902866,1.2656542480726785e-14,0.0,5.062616992290714e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L52,60,61,51.33173788843089,1.2656542480726785e-14,0.0,5.062616992290714e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L53,61,65,51.79481408231661,1.7985612998927536e-14,0.0,7.194245199571014e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L54,61,66,51.11409003537043,1.0658141036401503e-14,0.0,4.263256414560601e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L55,62,58,52.334694709973895,2.6978419498391304e-14,0.0,3.5071945347908695e-13,13,30,2185148.89802,34751.629934
2024-09-01 00:00:00,schloemer,L56,62,63,51.696446020546155,1.6653345369377348e-14,0.0,6.661338147750939e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L57,63,60,51.43358743840799,1.3433698597964394e-14,0.0,2.686739719592879e-13,20,47,2185512.78098,34763.759366
2024-09-01 00:00:00,schloemer,L58,63,64,51.52254875603421,1.4654943925052066e-14,0.0,5.861977570020827e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L59,64,65,51.89194183219645,1.9095836023552692e-14,0.0,3.8191672047105385e-13,20,48,2185545.98792,34764.866264
2024-09-01 00:00:00,schloemer,L60,64,67,52.382726284739604,2.731148640577885e-14,0.0,1.0378364834195963e-12,38,93,2186503.81292,34796.793764
2024-09-01 00:00:00,schloemer,L61,65,66,51.58795648366142,1.532107773982716e-14,0.0,6.128431095930864e-14,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L62,67,68,54.4783563693959,1.4055423491754482e-13,2.7755575615628914e-15,4.1242564918775315e-12,28,68,2185978.45538,34779.281846
2024-09-01 00:00:00,schloemer,L63,68,69,57.22629809108087,1.2581047315052274e-12,4.0355940811309665e-11,3.2787994541649823e-10,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L64,68,74,56.347078689313285,6.280531650304511e-13,2.5596191832732984e-12,2.298916612630819e-11,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L65,68,76,55.409911128112704,3.000932835561798e-13,1.0169642905566434e-13,2.013944566670034e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L66,69,70,59.59269702270439,8.205436330399607e-12,2.1444995002006806e-08,1.7159276888278896e-07,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L67,69,73,58.46609749803877,3.358757716398486e-12,1.3153613753758009e-09,1.0536326033872001e-08,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L68,69,74,57.756774656001326,1.914690628268545e-12,1.8946455515589378e-10,1.5233752037602244e-09,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L69,70,71,61.1417100834047,2.798705711626326e-11,5.921799330899091e-07,4.7375415934691745e-06,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L70,70,72,60.97269612153778,2.4484192451268427e-11,4.23635382995613e-07,3.389175975310188e-06,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L71,73,74,57.565484087944284,1.645572567099407e-12,1.0955170104409717e-10,8.82995898621175e-10,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L72,74,76,55.895883215527846,4.3998138465894954e-13,5.628830734849544e-13,6.262990126515433e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L73,74,117,57.02380873326264,1.0719203302755886e-12,2.1857737841912694e-11,1.791495840564039e-10,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L74,75,76,55.54577699864648,3.339550858072471e-13,1.6553425297161084e-13,2.660094367001875e-12,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L75,75,117,56.6572141695979,8.022471575941381e-13,6.9675376579425574e-12,5.894928989391701e-11,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L76,76,77,54.87791096887087,1.9761969838327786e-13,1.4210854715202004e-14,9.041656312547275e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L77,76,79,53.85764427807222,8.892886427247504e-14,2.220446049250313e-16,3.574918139293004e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L78,76,79,53.85764427807222,8.892886427247504e-14,2.220446049250313e-16,3.574918139293004e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L79,76,81,54.144924890058746,1.113553693699032e-13,7.771561172376096e-16,4.516387264175137e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L80,77,78,54.3286073393486,1.284528039491306e-13,1.6653345369377348e-15,5.271338920920243e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L81,78,79,53.332302965560224,5.906386491005833e-14,0.0,2.362554596402333e-13,4,8,2184616.11112,34734.983586
2024-09-01 00:00:00,schloemer,L82,79,95,52.2139542135432,2.4868995751603507e-14,0.0,9.947598300641403e-14,4,8,2184616.11112,34734.983586
