timestamp,hour_index,hourly_line_risk,hourly_uncertainty,global_expected_nk_fail_lines,global_max_critical_outage_prob,global_high_line_ratio,selected_strategy,reason
2024-09-02 00:00:00,0,0.0,0.086644,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 01:00:00,1,0.0,0.106198,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 02:00:00,2,0.0,0.114114,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 03:00:00,3,0.0,0.117915,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 04:00:00,4,0.0,0.211173,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 05:00:00,5,0.0,0.135317,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 06:00:00,6,0.0,0.193292,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 07:00:00,7,0.0,0.171348,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 08:00:00,8,0.0,0.115872,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 09:00:00,9,0.0,0.080523,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 10:00:00,10,0.0,0.069694,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 11:00:00,11,0.0,0.072657,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 12:00:00,12,0.0,0.03511,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 13:00:00,13,0.0,0.084198,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 14:00:00,14,0.0,0.098363,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 15:00:00,15,0.0,0.075056,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 16:00:00,16,0.0,0.037632,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 17:00:00,17,0.0,0.071549,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 18:00:00,18,0.0,0.033793,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 19:00:00,19,0.0,0.09381,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 20:00:00,20,0.0,0.108569,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 21:00:00,21,0.0,0.10159,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 22:00:00,22,0.0,0.139501,0.0,0.0,0.0,SCUC,normal operating condition
2024-09-02 23:00:00,23,0.0,0.187912,0.0,0.0,0.0,SCUC,normal operating condition
