timestamp,line_id,from_bus,to_bus,flow_mw,limit_mw,loading,overload_flag,selected_strategy
2024-09-02 00:00:00,L0,0,1,0.5163490727252098,8369.920292254048,6.16910382292488e-05,0,Robust_UC
2024-09-02 00:00:00,L1,0,2,0.7074913548283362,8364.098223542092,8.45866865643673e-05,0,Robust_UC
2024-09-02 00:00:00,L2,1,11,0.4960325967201073,8356.716950568767,5.93573528521086e-05,0,Robust_UC
2024-09-02 00:00:00,L3,2,4,0.38228456420625323,8320.948804812939,4.594242473708469e-05,0,Robust_UC
2024-09-02 00:00:00,L4,2,11,0.3048903146169809,8343.9408308511,3.654032558448542e-05,0,Robust_UC
2024-09-02 00:00:00,L5,3,4,-0.0421210852177852,8296.00153663102,5.077275484075e-06,0,Robust_UC
2024-09-02 00:00:00,L6,3,10,0.02180460921268268,8310.392991963463,2.6237759434203357e-06,0,Robust_UC
2024-09-02 00:00:00,L7,4,5,-0.005481607191321587,8306.947150545835,6.598822758805442e-07,0,Robust_UC
2024-09-02 00:00:00,L8,4,10,0.0639256944304678,8296.272838172497,7.705351026588146e-06,0,Robust_UC
2024-09-02 00:00:00,L9,5,6,-0.025798083196424113,8341.502235386319,3.0927382704500745e-06,0,Robust_UC
2024-09-02 00:00:00,L10,6,11,-0.046114559201526635,8345.319167418153,5.52579934648484e-06,0,Robust_UC
2024-09-02 00:00:00,L11,7,4,-0.2839341056473771,7690.785003,3.6918741784696996e-05,0,Robust_UC
2024-09-02 00:00:00,L12,7,8,-0.004429427796110499,8093.223904031327,5.473007850313088e-07,0,Robust_UC
2024-09-02 00:00:00,L13,7,29,0.2680470574383851,8041.885544521459,3.333136936038493e-05,0,Robust_UC
2024-09-02 00:00:00,L14,8,9,-0.0022147138980552496,8101.628015000111,2.733665250928235e-07,0,Robust_UC
2024-09-02 00:00:00,L15,10,11,-0.14131994401974013,8328.844615192516,1.6967532779031632e-05,0,Robust_UC
2024-09-02 00:00:00,L16,10,12,0.20673377165778836,8291.776093082706,2.493238714323859e-05,0,Robust_UC
2024-09-02 00:00:00,L17,11,13,0.2773937436676584,8308.949168817435,3.338493689535211e-05,0,Robust_UC
2024-09-02 00:00:00,L18,11,15,0.3077514523851353,8323.880108824313,3.697211497062311e-05,0,Robust_UC
2024-09-02 00:00:00,L19,11,116,0.008026736057925555,8305.525156259466,9.664332967405677e-07,0,Robust_UC
2024-09-02 00:00:00,L20,12,14,0.18641729565268583,8215.181742947167,2.2691804209045935e-05,0,Robust_UC
2024-09-02 00:00:00,L21,13,14,0.2570772676625559,8228.076362188696,3.124390882465904e-05,0,Robust_UC
2024-09-02 00:00:00,L22,14,16,0.06071541743495379,8197.363156648229,7.406700944524136e-06,0,Robust_UC
2024-09-02 00:00:00,L23,14,18,0.18398102671663974,8116.689928164947,2.2667001985406002e-05,0,Robust_UC
2024-09-02 00:00:00,L24,14,32,0.17848164315854828,8072.932419773858,2.2108650720446384e-05,0,Robust_UC
2024-09-02 00:00:00,L25,15,16,0.2874349763800328,8268.020056956471,3.476466849378206e-05,0,Robust_UC
2024-09-02 00:00:00,L26,16,17,0.07179104264339428,8178.743139358949,8.777759787798065e-06,0,Robust_UC
2024-09-02 00:00:00,L27,16,30,0.12538426409376102,8233.948325437015,1.5227720546461684e-05,0,Robust_UC
2024-09-02 00:00:00,L28,16,112,0.09646962716285987,8195.694808088563,1.177076860739754e-05,0,Robust_UC
2024-09-02 00:00:00,L29,17,18,0.05147456663829175,8090.1210875512015,6.362644771473079e-06,0,Robust_UC
2024-09-02 00:00:00,L30,18,19,0.0704131180399814,8100.315165012038,8.692639311630632e-06,0,Robust_UC
2024-09-02 00:00:00,L31,18,33,0.14472599930984886,7913.718954236844,1.8287988257703478e-05,0,Robust_UC
2024-09-02 00:00:00,L32,19,20,0.05009664203487889,8231.62199267905,6.085877373795017e-06,0,Robust_UC
2024-09-02 00:00:00,L33,20,21,0.029780166029776366,8279.502037137201,3.596854725827622e-06,0,Robust_UC
2024-09-02 00:00:00,L34,21,22,0.009463690024673843,8274.210097874111,1.1437575203831655e-06,0,Robust_UC
2024-09-02 00:00:00,L35,22,23,0.1711351128372929,8269.030421317839,2.069591041727224e-05,0,Robust_UC
2024-09-02 00:00:00,L36,22,24,-0.08388119167451967,8237.818270413736,1.0182452309706855e-05,0,Robust_UC
2024-09-02 00:00:00,L37,22,31,-0.09810670714320224,8265.834052582031,1.1868942265125232e-05,0,Robust_UC
2024-09-02 00:00:00,L38,23,69,0.10457516906841846,8267.399493660447,1.2649100741848523e-05,0,Robust_UC
2024-09-02 00:00:00,L39,23,71,0.04624346776377227,8289.153511515082,5.578792538892182e-06,0,Robust_UC
2024-09-02 00:00:00,L40,24,26,0.0019154040858683507,8180.180725687932,2.3415180545504026e-07,0,Robust_UC
2024-09-02 00:00:00,L41,25,24,0.08358188186233277,7471.1521665,1.1187281425896624e-05,0,Robust_UC
2024-09-02 00:00:00,L42,25,29,-0.08136716796427752,8023.343487445247,1.0141304319277755e-05,0,Robust_UC
2024-09-02 00:00:00,L43,26,27,-0.004906581904425458,8305.144710419692,5.907882493931293e-07,0,Robust_UC
2024-09-02 00:00:00,L44,26,31,-0.01614091955455077,8243.70582570467,1.957968891153518e-06,0,Robust_UC
2024-09-02 00:00:00,L45,26,114,0.0026464295397419643,8288.773065675306,3.1927880263740254e-07,0,Robust_UC
2024-09-02 00:00:00,L46,27,28,-0.02522305790952798,8344.520854836332,3.0227089545721677e-06,0,Robust_UC
2024-09-02 00:00:00,L47,28,30,-0.0455395339146305,8309.73812617369,5.48026101703396e-06,0,Robust_UC
2024-09-02 00:00:00,L48,29,16,-0.03418898390986658,7325.9548065,4.6668297597921545e-06,0,Robust_UC
2024-09-02 00:00:00,L49,29,37,0.22308358728203026,7821.395351512604,2.8522223625850523e-05,0,Robust_UC
2024-09-02 00:00:00,L50,30,31,0.05952825417402799,8247.706743839344,7.217552226683235e-06,0,Robust_UC
2024-09-02 00:00:00,L51,31,112,-0.08844289110493431,8217.639048863084,1.0762567031606291e-05,0,Robust_UC
2024-09-02 00:00:00,L52,31,113,0.013407042576109144,8273.511574365019,1.620477889660548e-06,0,Robust_UC
2024-09-02 00:00:00,L53,32,36,0.15816516715344575,7838.761768575743,2.0177315221838083e-05,0,Robust_UC
2024-09-02 00:00:00,L54,33,35,0.02296307076693764,7831.72352053992,2.932058404093734e-06,0,Robust_UC
2024-09-02 00:00:00,L55,33,36,0.007939784285505347,7796.928318243187,1.0183220829320576e-06,0,Robust_UC
2024-09-02 00:00:00,L56,33,42,0.09350666825230322,7808.076628711981,1.1975634038792478e-05,0,Robust_UC
2024-09-02 00:00:00,L57,34,35,-0.002646594761835118,7824.728930223413,3.382346897171749e-07,0,Robust_UC
2024-09-02 00:00:00,L58,34,36,-0.017669881243267405,7750.320584462314,2.2798903672051483e-06,0,Robust_UC
2024-09-02 00:00:00,L59,36,38,0.06047730727306707,7704.339650794513,7.849771688976657e-06,0,Robust_UC
2024-09-02 00:00:00,L60,36,39,0.10883129850581619,7645.479689927794,1.423472468956935e-05,0,Robust_UC
2024-09-02 00:00:00,L61,37,36,0.018658821685143323,7069.7513205,2.63924724354006e-06,0,Robust_UC
2024-09-02 00:00:00,L62,37,64,0.20663947949494244,7566.359428888836,2.731029122221975e-05,0,Robust_UC
2024-09-02 00:00:00,L63,38,39,0.048353991232749194,7594.428224002018,6.367035121870992e-06,0,Robust_UC
2024-09-02 00:00:00,L64,39,40,0.05239509657952154,7495.680699720934,6.990038487294719e-06,0,Robust_UC
2024-09-02 00:00:00,L65,39,41,0.09266687711872534,7411.857878629682,1.2502516728755431e-05,0,Robust_UC
2024-09-02 00:00:00,L66,40,41,0.04027178053920366,7356.331496473775,5.474437980195395e-06,0,Robust_UC
2024-09-02 00:00:00,L67,41,48,0.06040767080880638,7408.321603364896,8.154029217814859e-06,0,Robust_UC
2024-09-02 00:00:00,L68,41,48,0.06040767080880638,7408.321603364896,8.154029217814859e-06,0,Robust_UC
2024-09-02 00:00:00,L69,42,43,0.08138335221198534,7718.063766703092,1.0544529647848411e-05,0,Robust_UC
2024-09-02 00:00:00,L70,43,44,0.06926003617166747,7662.153820298887,9.03923854780636e-06,0,Robust_UC
2024-09-02 00:00:00,L71,44,45,0.03144114604845205,7646.009819376662,4.112098570521491e-06,0,Robust_UC
2024-09-02 00:00:00,L72,44,48,0.025695574082897465,7555.429407016633,3.4009415876527555e-06,0,Robust_UC
2024-09-02 00:00:00,L73,45,46,0.01612895797075309,7683.424484832495,2.099188714952889e-06,0,Robust_UC
2024-09-02 00:00:00,L74,45,47,0.0031888720373816817,7586.7226365423285,4.203227388361491e-07,0,Robust_UC
2024-09-02 00:00:00,L75,46,48,-0.021874529936307674,7619.232045391893,2.870962559742143e-06,0,Robust_UC
2024-09-02 00:00:00,L76,46,68,0.025880171866742963,7860.584391417878,3.2923979411758145e-06,0,Robust_UC
2024-09-02 00:00:00,L77,47,48,-0.008934444002936193,7516.651997036361,1.1886201471690899e-06,0,Robust_UC
2024-09-02 00:00:00,L78,48,49,0.019599745745213802,7529.49048492448,2.60306401667634e-06,0,Robust_UC
2024-09-02 00:00:00,L79,48,50,0.02572441945660442,7584.45867195482,3.391727817270076e-06,0,Robust_UC
2024-09-02 00:00:00,L80,48,53,0.016915503036907253,7375.31013074317,2.293531083716309e-06,0,Robust_UC
2024-09-02 00:00:00,L81,48,53,0.016915503036907253,7375.31013074317,2.293531083716309e-06,0,Robust_UC
2024-09-02 00:00:00,L82,48,65,-0.01166562367886348,7336.174103782783,1.5901508761696759e-06,0,Robust_UC
2024-09-02 00:00:00,L83,48,65,-0.01166562367886348,7336.174103782783,1.5901508761696759e-06,0,Robust_UC
2024-09-02 00:00:00,L84,48,68,0.047754701803050636,7769.1526535311405,6.146706588568028e-06,0,Robust_UC
2024-09-02 00:00:00,L85,49,56,0.007476429704895927,7552.329708945028,9.899501204298317e-07,0,Robust_UC
2024-09-02 00:00:00,L86,50,51,0.00918701056708556,7649.268556282924,1.201031248868831e-06,0,Robust_UC
2024-09-02 00:00:00,L87,50,57,0.004414092849200543,7597.191133953166,5.810164271730897e-07,0,Robust_UC
2024-09-02 00:00:00,L88,51,52,-0.0029363054732323146,7625.39713904135,3.8506918652127557e-07,0,Robust_UC
2024-09-02 00:00:00,L89,52,53,-0.015059621513550189,7459.083057298058,2.0189641806998882e-06,0,Robust_UC
2024-09-02 00:00:00,L90,53,54,0.004692846140065932,7211.550025580002,6.507402879297784e-07,0,Robust_UC
2024-09-02 00:00:00,L91,53,55,0.005513786077780303,7329.628564293552,7.522599582522959e-07,0,Robust_UC
2024-09-02 00:00:00,L92,53,58,-0.0035585636979007518,7226.303216301085,4.924459424665918e-07,0,Robust_UC
2024-09-02 00:00:00,L93,54,55,0.0008209399377143711,7293.227381607608,1.1256195573781982e-07,0,Robust_UC
2024-09-02 00:00:00,L94,54,58,-0.008251409837966683,7196.569191036759,1.146575488809823e-06,0,Robust_UC
2024-09-02 00:00:00,L95,55,56,0.004646886335421947,7476.552381842447,6.215279580876574e-07,0,Robust_UC
2024-09-02 00:00:00,L96,55,57,0.0077092231911173315,7504.349875414151,1.0273006081945071e-06,0,Robust_UC
2024-09-02 00:00:00,L97,55,58,-0.009072349775681054,7269.2686489273965,1.24804161379009e-06,0,Robust_UC
2024-09-02 00:00:00,L98,55,58,-0.009072349775681054,7269.2686489273965,1.24804161379009e-06,0,Robust_UC
2024-09-02 00:00:00,L99,58,59,-0.004724829123580854,7246.232965169916,6.520393625614081e-07,0,Robust_UC
2024-09-02 00:00:00,L100,58,60,-0.015104136077511487,7196.746940322555,2.0987449194419677e-06,0,Robust_UC
2024-09-02 00:00:00,L101,59,60,-0.010379306953930634,7261.060997695544,1.4294477015445447e-06,0,Robust_UC
2024-09-02 00:00:00,L102,59,61,-0.006468838209967576,7283.791077417796,8.881141896042504e-07,0,Robust_UC
2024-09-02 00:00:00,L103,60,61,0.003910468743963058,7230.500594172693,5.408295999746737e-07,0,Robust_UC
2024-09-02 00:00:00,L104,61,65,-0.013828895684321552,7251.057143154594,1.9071557996721632e-06,0,Robust_UC
2024-09-02 00:00:00,L105,61,66,-0.0008527898220018013,7287.358536767811,1.1702317344468718e-07,0,Robust_UC
