timestamp,gen_id,bus,pmax,base_dispatch,reserve,base_plus_reserve
2024-09-01 00:00:00,TH0,0,1.2,1.0519970061918686,0.1480029938081313,1.2
2024-09-01 00:00:00,EMG_DG_1,1,0.18,0.0,0.14729321391097014,0.14729321391097014
2024-09-01 00:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 00:00:00,EMG_DG_3,4,0.1,0.0,0.1,0.1
2024-09-01 01:00:00,TH0,0,1.2,0.97717617137755,0.22282382862245,1.2
2024-09-01 01:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 01:00:00,EMG_DG_2,3,0.15,0.0,0.15,0.15
2024-09-01 01:00:00,EMG_DG_3,4,0.1,0.0,2.6128652355877913e-05,2.6128652355877913e-05
2024-09-01 02:00:00,TH0,0,1.2,0.9048288520004342,0.2951711479995658,1.2
2024-09-01 02:00:00,EMG_DG_1,1,0.18,0.0,0.055974613462105305,0.055974613462105305
2024-09-01 02:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 02:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 03:00:00,TH0,0,1.2,0.8447711746452506,0.33312845825511606,1.1778996329003668
2024-09-01 03:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 03:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 03:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 04:00:00,TH0,0,1.2,0.8001166328416196,0.3197320957140267,1.1198487285556462
2024-09-01 04:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 04:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 04:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 05:00:00,TH0,0,1.2,0.768742904473078,0.31031997720346427,1.0790628816765424
2024-09-01 05:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 05:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 05:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
