scenario_id,total_shed,weighted_shed_cost,critical_shed,total_demand,outage_lines_avg,outage_lines_max,policy
0,2.2702529149608215,52.12059395929689,0.6345623113964505,90.25231871619972,3.1944444444444446,20,priority_with_reserve
1,1.3583757203327766,21.523088572873757,0.19848328423864967,90.25231871619972,2.8333333333333335,17,priority_with_reserve
2,2.1832764541104357,51.86324285340053,0.6498726489616381,90.25231871619972,2.9166666666666665,17,priority_with_reserve
3,2.0518340697889417,52.71271259631174,0.8048592974605581,90.25231871619972,2.9305555555555554,20,priority_with_reserve
4,3.4364565819666373,89.62633057766188,1.0866242727544329,90.25231871619972,2.9305555555555554,17,priority_with_reserve
5,1.8510825433375175,42.61868369523544,0.6026964565465064,90.25231871619972,2.736111111111111,19,priority_with_reserve
6,3.038652902461015,64.52312408839576,0.7368061091174584,90.25231871619972,3.0833333333333335,20,priority_with_reserve
7,1.7870607783924015,29.487252825174572,0.290416126031264,90.25231871619972,2.888888888888889,17,priority_with_reserve
8,3.013330216411399,60.820066712266474,0.5599980741834406,90.25231871619972,3.0694444444444446,20,priority_with_reserve
9,2.0866386106596684,33.39439884872398,0.3132003185531824,90.25231871619972,3.125,19,priority_with_reserve
10,1.9857602076936245,44.50057194491103,0.6160742466993696,90.25231871619972,2.9305555555555554,17,priority_with_reserve
11,3.2859017544687292,74.10923791002368,0.8114677678364814,90.25231871619972,3.0,18,priority_with_reserve
12,2.8245663507392473,47.705720799538206,0.369892664826461,90.25231871619972,3.1527777777777777,18,priority_with_reserve
13,3.04901126366114,65.76215083054399,0.7809116460025481,90.25231871619972,3.1944444444444446,20,priority_with_reserve
14,2.632226246192894,48.290604368700194,0.4474494097976295,90.25231871619972,3.2083333333333335,20,priority_with_reserve
15,2.786018946401075,65.8204220313262,0.7575426740569776,90.25231871619972,2.9444444444444446,22,priority_with_reserve
16,2.593159253646311,55.526224465449246,0.632930126372088,90.25231871619972,3.138888888888889,21,priority_with_reserve
17,1.7727187464848502,31.440219172033956,0.3428257926796363,90.25231871619972,3.2222222222222223,19,priority_with_reserve
18,2.429336376946551,53.05469528026098,0.6181439789241202,90.25231871619972,3.2222222222222223,19,priority_with_reserve
19,3.2022288471270794,88.48757400506199,1.2075638556792678,90.25231871619972,3.1527777777777777,19,priority_with_reserve
20,1.4635753277365202,40.8576328825276,0.6555469901290597,90.25231871619972,3.0,19,priority_with_reserve
21,3.7715219622380474,94.45667340250114,1.1136368670324073,90.25231871619972,3.0833333333333335,18,priority_with_reserve
22,2.7597698153779087,60.70184612202563,0.7267143903603972,90.25231871619972,3.1666666666666665,22,priority_with_reserve
23,1.4190158758817368,21.22738960650966,0.17593077119230727,90.25231871619972,2.7777777777777777,18,priority_with_reserve
24,2.454157360629189,43.75911888938996,0.37954932323168533,90.25231871619972,3.0833333333333335,20,priority_with_reserve
25,3.5175940349731403,81.91140190308322,0.9643182561682834,90.25231871619972,3.0277777777777777,18,priority_with_reserve
26,2.855182428701559,66.96458641191558,0.7562507704569874,90.25231871619972,3.0972222222222223,20,priority_with_reserve
27,3.358973579591069,70.15195873923462,0.7039409279107868,90.25231871619972,3.1666666666666665,16,priority_with_reserve
28,3.0880272464585987,71.56802890008936,0.8131256282220721,90.25231871619972,3.236111111111111,21,priority_with_reserve
29,3.06908995175736,68.82965202845529,0.7374057336902746,90.25231871619972,2.9027777777777777,21,priority_with_reserve
30,1.9639178312774952,41.46172332662048,0.4446743165003719,90.25231871619972,2.5833333333333335,14,priority_with_reserve
31,2.9948462555948794,69.59187629176368,0.8901960345496057,90.25231871619972,3.2222222222222223,21,priority_with_reserve
32,1.8793974563917621,22.69471993316691,0.0918119729331853,90.25231871619972,2.9166666666666665,18,priority_with_reserve
33,1.8516082108715495,42.151127031708825,0.5908761230748332,90.25231871619972,3.0555555555555554,19,priority_with_reserve
34,3.045259240359289,66.75885424194927,0.6998315652605775,90.25231871619972,3.0833333333333335,19,priority_with_reserve
35,2.866195079518551,58.73458139680427,0.6509264561947029,90.25231871619972,3.0972222222222223,18,priority_with_reserve
36,3.4822427105281832,73.09622977103056,0.7315078614672622,90.25231871619972,2.9583333333333335,15,priority_with_reserve
37,2.7698740733207075,62.13071462501095,0.6529743665967651,90.25231871619972,2.9722222222222223,18,priority_with_reserve
38,2.444345146525987,48.70718046646166,0.5057039161842782,90.25231871619972,3.4027777777777777,19,priority_with_reserve
39,3.208046349437429,82.62337468183208,1.1626834708406784,90.25231871619972,3.0555555555555554,19,priority_with_reserve
40,1.9613223429476347,34.30446599342808,0.36728106409879335,90.25231871619972,2.875,17,priority_with_reserve
