node_id,mean_influence,mean_wind_factor,mean_pv_factor,mean_load_factor,mean_wind_speed_factor,mean_wind_raw,mean_pv_raw,mean_load_raw,mean_wind_speed_raw
67,0.6752135736091645,1.2562763333664184,0.8644340861562905,1.0461958171043233,1.1914528949287062,0.026665855834214294,0.15106563535699125,94797.74649178165,4.255049288043774
46,0.652531577052019,1.240612266184003,0.8748632915835158,1.0429903892910273,1.169904998199418,0.030973781381771023,0.14854680955493202,94490.07007591728,4.325773588221593
68,0.6408561833802919,1.2309920682482185,0.8798251391152723,1.0413424650559575,1.1588133742112774,0.029959920883684807,0.14801505023935413,94249.66800684592,4.243896421880452
115,0.64066963623597,1.227971856009308,0.8791672099356937,1.0413544662686844,1.1586361544241714,0.02530905216052026,0.15369922672075373,94309.02102693009,4.0796674319117905
45,0.6131360045386199,1.208398849705795,0.8916805017171507,1.0374786161919616,1.132479204311689,0.030347474844374764,0.15287116000199727,94056.3351742914,4.1596782808369
41,0.6115679399117754,1.2035359947112665,0.8914163139358736,1.0373310080589908,1.1309895429161867,0.02412722376412823,0.16029447181950435,94270.46193717567,3.9316428913370984
44,0.6036711566997068,1.1987594534240622,0.8952239620494465,1.0361798309996528,1.1234875988647215,0.027528240901143454,0.1579514438751185,94066.84587604237,4.025827919900071
43,0.583515585901338,1.1808920536282337,0.903464973768444,1.0333976770320001,1.104339806606271,0.0243554437547728,0.16296906629209892,93956.65268579884,3.8384530738988567
40,0.5786005452329136,1.1764288165226602,0.9054539094945091,1.0327305090131784,1.099670517971268,0.02213667483048047,0.16266911214736257,93852.31012871719,3.737103199234795
48,0.5587628526015922,1.163097104014543,0.914670100470719,1.0298773163162274,1.0808247099715125,0.028200141163814404,0.1601723660544839,93480.37223029837,3.8850118159120677
47,0.5580809980333268,1.1643381518702072,0.9154320811608149,1.0297648546470564,1.0801769481316605,0.030313662389833018,0.15624638499712123,93366.20441649466,3.9554177309412117
64,0.5513345478599679,1.1544834427873885,0.9171758475290867,1.0289013494262018,1.0737678204669696,0.02335266592427929,0.16652227647841697,93613.16320446515,3.685153606712623
80,0.5309986487207108,1.138973600675862,0.9261580687601543,1.0259731463324968,1.0544487162846752,0.02363013279594275,0.16169436031609094,92870.37773062367,3.6158841349809583
42,0.5207269298917001,1.1292576234140286,0.9301904131639933,1.0246326712353129,1.0446905833971152,0.02163687893509319,0.16932602042224285,93267.54280492156,3.509454715316375
39,0.5117711066172351,1.122064522544951,0.9340531789405281,1.0233768190628167,1.0361825512863734,0.020800767643655002,0.16812054987069708,93063.15090636704,3.4428032256492274
74,0.4836259690359228,1.103468183506146,0.9472063066928474,1.0193120549551085,1.0094446705841267,0.026906619731699197,0.15856752907286106,92262.56223059486,3.5511633499783697
69,0.45451074554735943,1.0816884266121707,0.9601591761891668,1.015248116644801,0.9817852082699914,0.02768899668969528,0.15706235334171292,91909.46304449163,3.4683395051500336
65,0.44179737528026286,1.065979726965906,0.9642075385853816,1.0135386134370767,0.9697075065162498,0.023159685874109534,0.175205290455534,92257.01950935928,3.2802853889026524
33,0.43660711086187765,1.0609441370745483,0.9662216246206908,1.012850157772658,0.9647767553187838,0.019896828341435115,0.17501501932822744,92204.32132979285,3.135199128755106
37,0.4324605595667223,1.0575063638584585,0.9679760850901814,1.012271663930358,0.9608375315883863,0.02013749782615996,0.17660612431758194,92208.37034740808,3.131802833365148
