timestamp,node_id,influence,wind_factor,pv_factor,load_factor,wind_speed_factor,wind_raw,pv_raw,load_raw,wind_speed_raw
2024-09-01 00:00:00,22,0.9010562817392788,1.5751944363253965,0.7359324285122505,1.089699498054582,1.4060034676523148,0.0015751944363253964,0.24432956626606717,110135.27929784053,4.47633115895326
2024-09-01 00:00:00,23,1.0,1.6633618692674077,0.6954554029519148,1.103726054353904,1.5,0.0016633618692674078,0.23089119378003573,111552.93498949741,4.853
2024-09-01 00:00:00,29,0.005766518437177742,0.7774136215635262,1.1021877832745957,0.9627805537303601,0.5554781925153189,0.0007774136215635263,0.3659263440471658,97307.65718156872,1.0680525590384922
2024-09-01 00:00:00,32,0.003538486748601255,0.775428252123724,1.1030992519074008,0.9624647013198601,0.5533615624111712,0.000775428252123724,0.3662289516332571,97275.73416654539,1.05957066520325
2024-09-01 00:00:00,33,0.016807276654755128,0.7872518945422329,1.0976711038892428,0.9643457245107626,0.5659669128220174,0.0007872518945422329,0.36442680649122866,97465.84806020655,1.1100836214969874
2024-09-01 00:00:00,34,0.002083697470603625,0.7741319087239881,1.1036943937094832,0.9622584660573271,0.5519795125970735,0.000774131908723988,0.36642653871154846,97254.89009138459,1.054032427900841
2024-09-01 00:00:00,36,0.008501891687750137,0.779851076329535,1.101068765565066,0.9631683283922918,0.5580767971033627,0.0007798510763295351,0.36555483016760193,97346.84933571097,1.078465851466096
2024-09-01 00:00:00,37,0.020089010462232725,0.7901762039424708,1.0963285747672074,0.9648109528730996,0.5690845599391211,0.0007901762039424708,0.36398108682271285,97512.8684137212,1.1225768539286738
2024-09-01 00:00:00,38,0.010373120758991982,0.7815185036969108,1.1003032618193271,0.96343359940068,0.5598544647210424,0.0007815185036969108,0.36530068292401663,97373.6601185466,1.0855894334174065
2024-09-01 00:00:00,39,0.030017992822190823,0.7990237882236402,1.0922667133389443,0.9662185149954362,0.5785170931810814,0.0007990237882236402,0.3626325488285295,97655.12987915214,1.1603754968747984
2024-09-01 00:00:00,40,0.058201348655215375,0.8241376022097017,1.0807371444640073,0.9702138714894593,0.6052912812224547,0.0008241376022097017,0.3588047319620504,98058.93818056848,1.2676667141955396
2024-09-01 00:00:00,41,0.12343921278808238,0.882270196297769,1.054048894412098,0.9794621854824301,0.6672672521486783,0.000882270196297769,0.3499442329448166,98993.65976800465,1.5160207391629508
2024-09-01 00:00:00,42,0.047766411371588456,0.8148391682173186,1.0850059877071616,0.9687345836896717,0.5953780908030091,0.0008148391682173186,0.3602219879187777,97909.4274436338,1.2279419514505001
