timestamp,line_id,from_bus,to_bus,flow_mw,limit_mw,loading,overload_flag,selected_strategy
2024-09-02 00:00:00,L0,0,1,0.073259976540386,0.75,0.09767996872051467,0,SCUC
2024-09-02 00:00:00,L1,0,2,0.06601978405084276,0.75,0.08802637873445701,0,SCUC
2024-09-02 00:00:00,L2,1,11,0.059171758484582074,0.75,0.07889567797944276,0,SCUC
2024-09-02 00:00:00,L3,2,4,0.06688759366794624,0.75,0.08918345822392831,0,SCUC
2024-09-02 00:00:00,L4,2,11,0.06641195097412532,0.75,0.08854926796550043,0,SCUC
2024-09-02 00:00:00,L5,3,4,-0.02168636612025202,0.75,0.02891515482700269,0,SCUC
2024-09-02 00:00:00,L6,3,10,-0.0010338732885192131,0.75,0.0013784977180256175,0,SCUC
2024-09-02 00:00:00,L7,4,5,0.02256169184416426,0.75,0.030082255792219015,0,SCUC
2024-09-02 00:00:00,L8,4,10,0.020652492831732858,0.75,0.027536657108977142,0,SCUC
2024-09-02 00:00:00,L9,5,6,-0.00015854756460697192,0.75,0.0002113967528092959,0,SCUC
2024-09-02 00:00:00,L10,6,11,-0.022878786973378203,0.75,0.030505049297837605,0,SCUC
2024-09-02 00:00:00,L11,7,4,-0.004614392104078026,0.75,0.0061525228054373675,0,SCUC
2024-09-02 00:00:00,L12,7,8,-0.005254698464562529,0.75,0.007006264619416706,0,SCUC
2024-09-02 00:00:00,L13,7,29,-0.012851148840130677,0.75,0.017134865120174234,0,SCUC
2024-09-02 00:00:00,L14,8,9,-0.0026273492322812647,0.75,0.003503132309708353,0,SCUC
2024-09-02 00:00:00,L15,10,11,-0.0211281355255538,0.75,0.028170847367405067,0,SCUC
2024-09-02 00:00:00,L16,10,12,0.01802651565999621,0.75,0.02403535421332828,0,SCUC
2024-09-02 00:00:00,L17,11,13,0.0285905834227731,0.75,0.0381207778970308,0,SCUC
2024-09-02 00:00:00,L18,11,15,0.03289331336051236,0.75,0.04385775114734982,0,SCUC
2024-09-02 00:00:00,L19,11,116,-0.0026273492322812647,0.75,0.003503132309708353,0,SCUC
2024-09-02 00:00:00,L20,12,14,-0.0046937237487750215,0.75,0.006258298331700028,0,SCUC
2024-09-02 00:00:00,L21,13,14,0.005870344014001869,0.75,0.007827125352002492,0,SCUC
2024-09-02 00:00:00,L22,14,16,0.008605459875478533,0.75,0.011473946500638044,0,SCUC
2024-09-02 00:00:00,L23,14,18,-0.012983379100480977,0.75,0.017311172133974637,0,SCUC
