scenario_id,total_shed,weighted_shed_cost,critical_shed,total_demand,outage_lines_avg,outage_lines_max,policy
0,1.5655251064720273,27.1117569177568,0.04706909572329329,90.25231871619971,6.583333333333333,46,priority_with_reserve
1,1.379703703227467,27.283693481816478,0.04666150185836499,90.25231871619971,6.833333333333333,40,priority_with_reserve
2,1.5622594366632039,29.221412077429086,0.036411606228548506,90.25231871619971,6.930555555555555,45,priority_with_reserve
3,1.8778301040519827,35.7887754790906,0.04518386093913491,90.25231871619971,6.736111111111111,41,priority_with_reserve
4,2.3514587832594778,39.840558098732885,0.11901307849898235,90.25231871619971,6.333333333333333,47,priority_with_reserve
5,1.845244823308191,35.75977512413867,0.06387279936016733,90.25231871619971,6.569444444444445,45,priority_with_reserve
6,4.139759579970301,58.939273275715045,0.07242376621763005,90.25231871619971,6.833333333333333,46,priority_with_reserve
7,4.038954039805502,56.44396322030856,0.06449602175954516,90.25231871619971,6.375,43,priority_with_reserve
8,1.3012480613404795,23.735436358057243,0.027422800618412842,90.25231871619971,7.027777777777778,43,priority_with_reserve
9,1.3280849196080429,26.00857857675533,0.04470845215504993,90.25231871619971,6.652777777777778,44,priority_with_reserve
10,1.4335624562077407,27.793443764131325,0.03097970056611038,90.25231871619971,6.791666666666667,48,priority_with_reserve
11,3.6200003897338378,55.49024626299612,0.12202074633770017,90.25231871619971,6.777777777777778,42,priority_with_reserve
12,4.09558711945229,61.46432380320198,0.08385869604940442,90.25231871619971,6.569444444444445,42,priority_with_reserve
13,1.6166909395261522,34.498384779361324,0.08517919727987273,90.25231871619971,6.972222222222222,44,priority_with_reserve
14,1.4244376671891938,27.205080020648335,0.05332869213815043,90.25231871619971,7.027777777777778,51,priority_with_reserve
15,3.7954210974287728,54.99762916326444,0.08080285653778199,90.25231871619971,6.569444444444445,41,priority_with_reserve
16,3.3077409604106265,51.16015162384486,0.11430817556234665,90.25231871619971,6.277777777777778,42,priority_with_reserve
17,1.4683835445619677,28.297871141078367,0.04976496339832903,90.25231871619971,6.694444444444445,46,priority_with_reserve
18,1.4436519553871183,27.89436424477335,0.04787070760719222,90.25231871619971,6.902777777777778,44,priority_with_reserve
19,1.3904694808049254,26.899827764796274,0.06353533087974178,90.25231871619971,6.263888888888889,42,priority_with_reserve
20,2.5686913415573787,45.71367147136598,0.1477080484807774,90.25231871619971,6.513888888888889,44,priority_with_reserve
21,3.512015875905308,57.11076526539307,0.15200867104099902,90.25231871619971,6.958333333333333,44,priority_with_reserve
22,1.3937445438343081,24.556435913350022,0.016309070952459016,90.25231871619971,6.722222222222222,45,priority_with_reserve
