timestamp,line_id,from_bus,to_bus,flow_mw,limit_mw,loading,overload_flag,selected_strategy
2024-09-01 00:00:00,L0,0,1,0.40370908503673414,9299.91143583783,4.340999243078963e-05,0,Stochastic_UC
2024-09-01 00:00:00,L1,0,2,0.5432792137581697,9293.442470602324,5.845833935882306e-05,0,Stochastic_UC
2024-09-01 00:00:00,L2,1,11,0.38707510057131156,9285.241056187519,4.1687135339730534e-05,0,Stochastic_UC
2024-09-01 00:00:00,L3,2,4,0.27914025744287113,9245.498672014375,3.0192017472006523e-05,0,Stochastic_UC
2024-09-01 00:00:00,L4,2,11,0.24750497184987608,9271.045367612332,2.6696554922977212e-05,0,Stochastic_UC
2024-09-01 00:00:00,L5,3,4,-0.042637833655221835,9217.779485145576,4.6256079052371095e-06,0,Stochastic_UC
2024-09-01 00:00:00,L6,3,10,0.026003849189799293,9233.769991070514,2.816168175614752e-06,0,Stochastic_UC
2024-09-01 00:00:00,L7,4,5,0.006088889267757533,9229.941278384262,6.596888413599331e-07,0,Stochastic_UC
2024-09-01 00:00:00,L8,4,10,0.06864168284502113,9218.080931302775,7.44641789940546e-06,0,Stochastic_UC
2024-09-01 00:00:00,L9,5,6,-0.010545095197665007,9268.335817095909,1.1377549762724448e-06,0,Stochastic_UC
2024-09-01 00:00:00,L10,6,11,-0.027179079663087545,9272.576852686836,2.931124766597334e-06,0,Stochastic_UC
2024-09-01 00:00:00,L11,7,4,-0.16466018820457223,8545.31667,1.9269056322118984e-05,0,Stochastic_UC
2024-09-01 00:00:00,L12,7,8,-0.005776673059403178,8992.471004479252,6.423899567233246e-07,0,Stochastic_UC
2024-09-01 00:00:00,L13,7,29,0.1538028767985529,8935.428382801621,1.721270320901273e-05,0,Stochastic_UC
2024-09-01 00:00:00,L14,8,9,-0.002888336529701589,9001.80890555568,3.2086179122498186e-07,0,Stochastic_UC
2024-09-01 00:00:00,L15,10,11,-0.10027696843801616,9254.27179465835,1.0835749226200265e-05,0,Stochastic_UC
2024-09-01 00:00:00,L16,10,12,0.17828851600741422,9213.084547869674,1.935166393850576e-05,0,Stochastic_UC
2024-09-01 00:00:00,L17,11,13,0.2284270002264223,9232.165743130483,2.474251509147693e-05,0,Stochastic_UC
2024-09-01 00:00:00,L18,11,15,0.25607759388743007,9248.755676471459,2.7687788805891297e-05,0,Stochastic_UC
2024-09-01 00:00:00,L19,11,116,0.005985445740809377,9228.36128473274,6.485924809545122e-07,0,Stochastic_UC
2024-09-01 00:00:00,L20,12,14,0.16165453154199166,9127.97971438574,1.7709782076665154e-05,0,Stochastic_UC
2024-09-01 00:00:00,L21,13,14,0.21179301576099976,9142.307069098551,2.3166254880769713e-05,0,Stochastic_UC
2024-09-01 00:00:00,L22,14,16,0.055301187322015534,9108.1812851647,6.071594931041774e-06,0,Stochastic_UC
2024-09-01 00:00:00,L23,14,18,0.15426496013751495,9018.544364627718,1.7105305900868953e-05,0,Stochastic_UC
2024-09-01 00:00:00,L24,14,32,0.1472474153780387,8969.924910859841,1.6415679823558725e-05,0,Stochastic_UC
2024-09-01 00:00:00,L25,15,16,0.2394436094220075,9186.688952173858,2.6064190337624053e-05,0,Stochastic_UC
2024-09-01 00:00:00,L26,16,17,0.057798878640460974,9087.492377065499,6.360267083836078e-06,0,Stochastic_UC
2024-09-01 00:00:00,L27,16,30,0.10965256670741086,9148.831472707794,1.198541770438327e-05,0,Stochastic_UC
2024-09-01 00:00:00,L28,16,112,0.08412463676022809,9106.327564542848,9.23804202780743e-06,0,Stochastic_UC
2024-09-01 00:00:00,L29,17,18,0.041164894175038436,8989.023430612446,4.5794623290056065e-06,0,Stochastic_UC
2024-09-01 00:00:00,L30,18,19,0.06157249623027565,9000.350183346709,6.841122287019771e-06,0,Stochastic_UC
2024-09-01 00:00:00,L31,18,33,0.11722337361685634,8793.02106026316,1.3331410537227582e-05,0,Stochastic_UC
2024-09-01 00:00:00,L32,19,20,0.04493851176485311,9146.246658532278,4.913328214577641e-06,0,Stochastic_UC
2024-09-01 00:00:00,L33,20,21,0.02830452729943057,9199.446707930223,3.076764092239498e-06,0,Stochastic_UC
2024-09-01 00:00:00,L34,21,22,0.011670542834008032,9193.566775415678,1.2694249271366562e-06,0,Stochastic_UC
2024-09-01 00:00:00,L35,22,23,0.1332349349029941,9187.811579242043,1.4501269834920301e-05,0,Stochastic_UC
2024-09-01 00:00:00,L36,22,24,-0.05501235336998849,9153.131411570817,6.010222173850286e-06,0,Stochastic_UC
2024-09-01 00:00:00,L37,22,31,-0.08318602316441992,9184.26005842448,9.057455106371425e-06,0,Stochastic_UC
2024-09-01 00:00:00,L38,23,69,0.08102157797384371,9185.999437400496,8.820115712610106e-06,0,Stochastic_UC
2024-09-01 00:00:00,L39,23,71,0.035579372463727804,9210.170568350091,3.8630525026315e-06,0,Stochastic_UC
2024-09-01 00:00:00,L40,24,26,-0.009464920753678652,9089.089695208813,1.0413496918913622e-06,0,Stochastic_UC
2024-09-01 00:00:00,L41,25,24,0.04265909608660824,8301.280185,5.138857517867076e-06,0,Stochastic_UC
2024-09-01 00:00:00,L42,25,29,-0.039770759556906655,8914.826097161385,4.461192974877015e-06,0,Stochastic_UC
2024-09-01 00:00:00,L43,26,27,-0.007139352238907036,9227.938567132991,7.736670749342826e-07,0,Stochastic_UC
2024-09-01 00:00:00,L44,26,31,-0.018708749040752776,9159.673139671855,2.0425127354951683e-06,0,Stochastic_UC
2024-09-01 00:00:00,L45,26,114,-0.0002508039394415484,9209.74785075034,2.7232443657088265e-08,0,Stochastic_UC
2024-09-01 00:00:00,L46,27,28,-0.023773336704329576,9271.689838707034,2.564078082625426e-06,0,Stochastic_UC
2024-09-01 00:00:00,L47,28,30,-0.040407321169752125,9233.04236241521,4.376382083357218e-06,0,Stochastic_UC
2024-09-01 00:00:00,L48,29,16,-0.02653473017049933,8139.949785,3.259814970774949e-06,0,Stochastic_UC
