timestamp,unit_id,bus,u,p,reserve,startup,shutdown
2024-09-01 00:00:00,EG0,68,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G9,23,0.020685250619255278,0.8207738143685086,0.1976481038595507,0.0,0.9793147493807447
2024-09-01 00:00:00,G15,33,0.008187992739266355,0.08187992739266355,0.0,0.0,0.9918120072607336
2024-09-01 00:00:00,G17,39,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G18,41,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G19,45,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G20,48,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G21,53,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G22,54,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G23,55,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G24,58,-0.0,-0.0,-0.0,0.0,1.0
2024-09-01 00:00:00,G25,60,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G26,61,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G27,64,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G28,65,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G29,69,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G30,71,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G31,72,-0.0,0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G32,73,-0.0,0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G33,75,-0.0,-0.0,-0.0,0.0,1.0
2024-09-01 00:00:00,G34,76,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G35,79,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G42,98,-0.0,0.0,0.0,0.0,1.0
2024-09-01 00:00:00,G52,115,-0.0,-0.0,0.0,0.0,1.0
2024-09-01 00:00:00,EMG_1,22,1.0,0.0,0.0,0.0,-0.0
