node_id,mean_influence,mean_wind_factor,mean_pv_factor,mean_load_factor,mean_wind_speed_factor,mean_wind_raw,mean_pv_raw,mean_load_raw,mean_wind_speed_raw
37,0.6136912034299277,1.2185092271160212,0.8862934653896906,1.0402315606348869,1.1330066432584311,0.023441189117703255,0.15772262545655674,94359.6820689445,3.9127993701676584
107,0.5865640414761453,1.1929306445917862,0.8969045727711351,1.0364533401958056,1.107235839402338,0.028343726688192412,0.15512402667492756,93908.67731515909,3.9947340508786606
43,0.5839818229676528,1.1922101516845363,0.8984554208770628,1.0360700674199317,1.1047827318192702,0.022779379601395686,0.1587173827921871,93858.01522817522,3.7816732756922957
104,0.5750784320153793,1.1826395966505563,0.9015600593350429,1.0348574009410174,1.0963245104146104,0.028766650415140673,0.15395356203778587,93702.04732723863,3.9669547593944583
42,0.57224322996138,1.1860295391260993,0.9044137375008438,1.0344283523876905,1.0936310684633108,0.021880999090614424,0.1610903264278933,93849.75665320348,3.703389705495939
81,0.5698868904102874,1.1775526437398538,0.9035501917532522,1.0341121044780321,1.091392545889773,0.027898387914315044,0.15451200068143905,93610.06206487773,3.915628344238364
68,0.5600879488532211,1.1703978510921818,0.9079681325448264,1.032762825653007,1.08208355141056,0.028821528435721302,0.1542994023809234,93500.43118170294,3.9132903092472144
106,0.5599384542237713,1.1693848518853425,0.9077915474733693,1.0327179643911244,1.0819415315125829,0.027826093673355694,0.15497604154988298,93479.40283050748,3.8761569410619807
102,0.5517842746832775,1.1646714786670982,0.9118088374351488,1.031616784274585,1.0741950609491135,0.0294477520276535,0.15484601118931374,93423.15425050168,3.906003198223362
108,0.5493537115092471,1.1638724907893385,0.913184103304132,1.031229503259874,1.0718860259337848,0.027880770141328795,0.15914539954321164,93502.61979241474,3.8418715407348287
36,0.5489558694889017,1.1680391972661488,0.9146559381364333,1.0311615181815845,1.0715080760144566,0.021335172195417317,0.16324098484952276,93596.55450100896,3.597282504931567
44,0.5445399869340304,1.1570596441843566,0.9144963115897237,1.0305175194857614,1.067312987587329,0.023401990833157582,0.1602885140526649,93271.97290367044,3.659745352057717
46,0.5424048427314427,1.1542152814006932,0.9150702904183277,1.0302250677961,1.0652846005948706,0.025804098345450905,0.15781363794363013,93235.46413246915,3.7376935235979736
45,0.540821137638975,1.1531664825640193,0.9158344839194066,1.029991830174719,1.0637800807570263,0.02431418032052861,0.15952257091988634,93213.03995223221,3.6783303767943627
67,0.5391559830261702,1.1518195071388226,0.9165213671051029,1.0297834853368362,1.0621981838748615,0.026652008231786737,0.15706496840583253,93200.51045179694,3.7564368539061213
103,0.5387430507747918,1.1537481071720204,0.917307882450235,1.0297925317435945,1.0618058982360523,0.02924306842035233,0.1548290282222782,93234.49909546603,3.849517882810137
105,0.5385185997759256,1.1524859340628577,0.9171094138524515,1.0297336981638519,1.0615926697871294,0.02829465195089713,0.1554460382941279,93212.13586253521,3.8139255388951576
64,0.5324499776747835,1.1468444396360582,0.9195688233993017,1.0288180201617665,1.0558274787910444,0.023437470625968043,0.1609558841731788,93111.58514624235,3.6163806207672877
39,0.528406723552274,1.1479007332730273,0.9225337631889006,1.0282824698638902,1.0519863873746604,0.021409599126760572,0.16315828280286837,93166.61264248042,3.5287083255640446
33,0.5253436708452033,1.1506206221935942,0.9252495631092681,1.0278329612626018,1.0490764873029432,0.021091345328255524,0.1666695568391201,93419.99704473399,3.5008466638004268
80,0.5172358531946556,1.1360118157212933,0.926456552348104,1.0267734868656275,1.0413740605349229,0.028696448301611128,0.1559144290857231,92950.69394972574,3.7495138773572396
76,0.5164964760927664,1.1370482992129851,0.9272272742020282,1.0266981707212828,1.040671652288128,0.029743157195831958,0.15631296912061432,92983.09276743578,3.785861408449456
109,0.5122512196917405,1.1339282936284532,0.9291470666118953,1.026045337046499,1.0366386587071534,0.028309398146334947,0.1608832427210464,93022.00559765036,3.720968397900658
38,0.5050991143318054,1.1307325560457853,0.9330177398816661,1.0250182048342156,1.0298441586152152,0.0206990258267346,0.1653237555198008,92940.1169870391,3.4156923654272053
41,0.5024799856025675,1.1236166785575592,0.932749211313816,1.0246217134862468,1.027355986322439,0.022046442857664467,0.16421981697020363,92749.77773185555,3.4572458509918538
95,0.49769361525074235,1.1209443600990392,0.9350573852520411,1.0240543520187264,1.0228089344882052,0.028877579440201584,0.15647726534212647,92710.91529514697,3.683295601041491
82,0.4954223246854092,1.1161169464107479,0.9352630597051375,1.023616064516993,1.0206512084511388,0.023227827508313897,0.16333838209802584,92634.49858369172,3.472042285068299
99,0.49240846000986216,1.1157638269478114,0.9370808755006844,1.0232885222199686,1.017788037009369,0.028115412687876866,0.15745804097901508,92633.98850269712,3.6361524821257802
32,0.4831736340184384,1.1174344520403956,0.9436127233454764,1.0218995091401535,1.0090149523175165,0.02069335191940993,0.1713119984955972,92978.70987549644,3.3325397362587013
79,0.47774002395531323,1.1063246922369157,0.9440529752444655,1.0212929227535361,1.0038530227575475,0.029390868497006038,0.1571196214283454,92477.62612195563,3.627467621285289
74,0.4772655097072116,1.1060895825021986,0.9443057715990606,1.0212053870378914,1.0034022342218512,0.02941824775236552,0.15949058068968877,92511.62914705911,3.6292331165492064
40,0.47453630396304813,1.1025978926449644,0.9452119696379986,1.020716398208664,1.0008094887648957,0.02095910345762939,0.16691642848735147,92435.07051442101,3.316255559405029
98,0.46758072267352513,1.097689248949405,0.948302338104561,1.0198599535446344,0.9942016865398489,0.028858430013704903,0.1575923381647063,92340.94654559123,3.570082610092333
