wind_wind_demo_wind_1mw,wind_wind_demo_wind_2mw,pv_pv_demo_pv_1mw,pv_pv_demo_pv_2mw
0.5363782638663156,0.6915490918615946,0.002989809526432431,0.014018081400500756
0.6015371113157172,0.7206459509212567,0.0,0.0011466302022006413
0.4923019233521889,0.7607763975747909,0.0,0.0
0.6816384968707604,0.8340895000121159,0.0,0.022715492309066665
0.6482139815908684,0.7254994164933848,0.03266788135513405,0.0
0.605236002592268,0.739091989985033,0.0,0.0
0.6122750218811038,0.7257378767117106,0.0,0.0
0.6542083098717588,0.8132222519487006,0.15331950971714278,0.2794498618830659
0.6307615144548383,0.7190128465632504,0.32644038382406837,0.4502490550508737
0.6409525859649832,0.7179540772034543,0.4557084068574121,0.6619061081698826
0.700774387518422,0.7993239789842648,0.590649404657843,0.7088568700944305
0.6971600778858658,0.7485790482207771,0.6639713959092817,0.8636105947396272
0.6728818048522466,0.8675733372033523,0.6773757463235104,0.8734667660562384
0.6791316333894066,0.7742389292646805,0.6771649004154036,0.8691966944336008
0.6999634230066561,0.6599376465391675,0.5541472551853514,0.7541009551418605
0.6644682980274282,0.7509275376972818,0.5083914950522416,0.597809926422947
0.6829955742201851,0.6830758240286247,0.3152490037585793,0.4508281200203297
0.7421452924142808,0.767685138587569,0.16594215628114412,0.28177798160109074
0.711420799924476,0.758658148123451,0.0,0.0
0.649418380569632,0.7644222803597377,0.0,0.0
0.7049751897553697,0.6938622651911672,0.0,0.002223021862245549
0.7733440567812673,0.8037938514230443,0.012443713228341795,0.0038847755824243002
0.730241025725293,0.7179554265458649,0.06542496711503937,0.0321963295709216
0.7403973588212763,0.8866087175874122,0.0,0.05137032664464004
0.7892064691994545,0.8535969408796173,0.0,0.0
0.8593461756898737,0.6984540719219071,0.0,0.0
0.7246067428002279,0.7884269185217921,0.0,0.014634338445568093
0.842568701878727,0.7610725046675103,0.00450500532891184,0.0
0.7050912241717607,0.8127897374331229,0.0336910246276772,0.044232914102849186
0.7864237483307537,0.7695856264461719,0.03941947131604464,0.0
0.71626179353462,0.7812021987965847,0.03576301193589187,0.02946809397537383
0.8584247548820865,0.7053535666978982,0.18435193335477876,0.21821535884103624
0.8331868585311051,0.6835951403100043,0.3578023426892507,0.4942944971672527
0.8528355535760282,0.6582847071401339,0.47581357925330375,0.6266294546203918
0.7442063385282286,0.7995068166024791,0.6600113549421499,0.851582334011986
0.832916618497141,0.7689223597916802,0.6572702678555206,0.9059059082686494
0.7687785024563561,0.7704587119998633,0.655294460548248,0.8877603265918581
0.7739261312716429,0.730477503053246,0.6621600532696487,0.8889391272534767
0.8283975454267749,0.7417885195219607,0.6557306733250466,0.7844357703235473
0.8499088567427072,0.6828955701778469,0.504852311967024,0.6486351228271735
0.8137779881888294,0.749170524357134,0.38527554692235655,0.46299278277541367
0.7685341999524223,0.661433756514404,0.21143472568457314,0.23206142644807426
0.7578846476318855,0.691629108291539,0.00898291764485287,0.034074878694479185
0.8826652968332377,0.6936598836591623,0.0,0.04143342899957075
0.8355106452764839,0.6713222013150008,0.0445333174180099,0.06751323888817277
0.8417375196136033,0.6446760954441035,0.0,0.034244532719770175
0.92124737385473,0.699942626663619,0.0,0.03160992110294558
0.7549817913350841,0.6821722369736677,0.0,0.01834150162324986
0.93902077487913,0.6689333340726353,0.0,0.03468675250852321
0.9696468540701898,0.6668638742797213,0.0,0.0
0.8831586804644115,0.6655464533834544,0.0032937605919636658,0.04117173299815423
0.8371418004751399,0.628572421749037,0.0,0.018692006555102062
0.7523552466479437,0.5386401760291666,0.0,0.0
0.8404902137725091,0.6481194115884346,0.0,0.0
0.7580914306082255,0.524337169643667,0.0,0.0
0.7776174463378658,0.651924810611104,0.15714639235629052,0.2268822078089709
0.7589310921474508,0.6204947236699992,0.31263912716218545,0.459635549633507
0.7863457481473954,0.5470580911638794,0.46917809863647963,0.6849736372550688
0.8371490081809022,0.5488918397911909,0.5376390445197501,0.7930394281955179
0.7310630012232918,0.5646831894116026,0.667000661338234,0.8755528609410581
0.7024907247018338,0.6210176659396678,0.6796318343894997,0.9666687919305197
0.6963525665474973,0.6195404389984631,0.6747592842934111,0.8783689740910412
0.6928539415930295,0.6521243072060335,0.606683812207642,0.8226213571307189
0.6617669969441856,0.5897099849768519,0.4493781667856887,0.687231756712541
0.6844171900957089,0.49263250363128613,0.3781563548890885,0.4503543663756672
0.799699805273885,0.4841475199291875,0.20793017803567046,0.221876929080063
0.6896789842743962,0.6293209276763473,0.01650558918457754,0.0
0.7300011896546242,0.592781037048196,0.0,0.0
0.6422975401636256,0.5224525856648623,0.006134008300329729,0.021814434706496418
0.7117506335654248,0.5840731518784675,0.0,0.04244002699955025
0.5997063510013888,0.4295234404354098,0.022188277499139642,0.023214721780456332
0.6498934319661672,0.5815610085970161,0.0,0.014294049003871533
0.8050565958171635,0.5046654917122904,0.0,0.020304503823014623
0.6415921203997745,0.49363212013413826,0.0,0.013386637182519373
0.7277296671797714,0.4439279240536506,0.0,0.013653915038834678
0.6835221054086439,0.36989113277692276,0.015138848526342664,0.0
0.6423415164132581,0.4657238912053038,0.0,0.0
0.6070608429029615,0.5518387418219661,0.0,0.0
0.7057981591398785,0.4179591447071594,0.026663561720428768,0.0
0.6172850896010139,0.39057232167974193,0.17142367335136388,0.20849009685099731
0.7030154462152272,0.4020174753262028,0.35512885144525475,0.4751896509712113
0.571377904514091,0.4159218836296609,0.575423835664457,0.6762468370649687
0.6059666907673678,0.35047551491253237,0.6249254387568638,0.7240367102789167
0.6202783986634389,0.4328252153044654,0.710604782141543,0.8569992348878726
0.6070512542796375,0.3527272865728773,0.7035783551183642,0.8909234502830757
0.5105199663864121,0.45519100172560223,0.6679195034429231,0.8691312152598294
0.5337188194345184,0.3027829447698991,0.5598332515843208,0.7674463672647232
0.5513496860205017,0.42622459234650034,0.5190786350060606,0.6753285092798523
0.5070960317551166,0.3336268810657628,0.3474168983093664,0.4681896311248071
0.5832692505014511,0.3761650939810484,0.2222614009477663,0.2460362181315184
0.5703816273964949,0.3785000730977648,0.030986116483221273,0.018214452867840406
0.42249372474462094,0.3552603970371804,0.0,0.06856147882389754
0.4230169587689741,0.33374210022762846,0.0,0.025943119909147647
0.4440833407683726,0.4142160087478492,0.0,0.03910191886804656
0.513383741412239,0.3005388817595856,0.0,0.0
0.6112366508843764,0.40892708170250425,0.0,0.0
0.4709834324629601,0.21670605858493922,0.009551624444284519,0.0
0.4985333345037976,0.3515703708181015,0.0,0.018446704381985576
0.4191548425552615,0.2597666944661727,0.0,0.0
0.41308241375920474,0.33197246047901574,0.031098033411707904,0.006395077379520509
0.35620713915966895,0.25735059561890383,0.0,0.031053024976579757
0.45566547027017057,0.27429403388851253,0.018713970508359386,0.0689736941448713
0.5028739128673512,0.2780234228991904,0.02573894990321394,0.0
0.4249022846848757,0.2981364961370889,0.20517649776152733,0.22049667206143952
0.5152719151631884,0.21873974882640604,0.3995268634085244,0.42100598902364594
0.44350386102449724,0.34155284850954876,0.500185240442207,0.6430102581184499
0.4249917182345283,0.3100848642916159,0.6146532248478984,0.773103187468048
0.4500416242851199,0.3091336937171739,0.676490439526666,0.8866116135748441
0.44323004214145845,0.34585932290488275,0.7535195514733565,0.983857245996028
0.474625942096015,0.27489669804445643,0.6861114669814322,0.8464010957596925
0.362709126472268,0.3408279219645652,0.6465220216538569,0.7825442637047496
0.27654828654070607,0.34937528083494784,0.4836769426639933,0.6859670025919019
0.4045370986631357,0.39512735725939574,0.38047667228739307,0.4068938001574663
0.3606855334425937,0.38857050925127246,0.1904256012465354,0.2738276665812845
0.3892067172618604,0.3294752425436966,0.0598117173299495,0.0024346730313886656
0.4788891039006769,0.36851034637631247,0.007637333704839608,0.0
0.32362957919475627,0.3664043658514858,0.02989752329905802,0.0
0.4235695442766511,0.36380402628127967,0.004209732373085521,0.014746665783298982
0.4310387533781716,0.2530613985245846,0.0,0.0
0.4021610070908133,0.31066322411128244,0.0,0.07451294729805302
0.43644024704593354,0.3793557093353716,0.0,0.0011747324267414444
0.3481142312085849,0.33716977222286243,0.0007579539560966691,0.056000356741464676
0.33454540019280526,0.3452917989137467,0.02761774195814652,0.02338657027425512
0.4281811067085062,0.34469692335976276,0.0,0.0
0.40996801070675815,0.34725774136061277,0.0,0.061205068487908576
0.4464436705483483,0.4007928629601934,0.0,0.007495750985410938
0.3815777085280217,0.47903631387041284,0.06394391028576066,0.024950299404232174
0.4594344171852997,0.43900956814202574,0.17194611917601607,0.20560987571606626
0.3551682285168519,0.47300540059689594,0.3599632503510264,0.4399699021110522
0.31321561813271087,0.3574649730207372,0.561562262500748,0.5963009639319555
0.2606506954094646,0.5310242297470026,0.609922234401162,0.795277736212144
0.31357470173248153,0.46917190821039045,0.7137940169462575,0.899976115102009
0.4209329943169277,0.3824236838941722,0.6976965478352011,0.8951626026015871
0.2974077523559198,0.4312642183676343,0.7258561598162372,0.899226246402882
0.35545954782288774,0.5083711374305075,0.6424116771765873,0.7504273292230994
0.4988564807158773,0.4361131695179339,0.5379486084044832,0.6487816522486235
0.4325133467934248,0.4210516179714971,0.38162683732257674,0.44886594484269166
