timestamp,wind_wind_demo_wind_1mw,wind_wind_demo_wind_2mw,pv_pv_demo_pv_1mw,pv_pv_demo_pv_2mw,load_load_demo_load_node_1,load_load_demo_load_node_2,weather_weather_demo_temperature_c,weather_weather_demo_wind_speed_ms,weather_weather_demo_irradiance_wm2
2020-01-01 00:00:00,536.3782638663156,574.2331905812455,2.772758960232616,9.719080904676376,783.5265821315353,601.5853685607517,10.046709943354648,5.994646085073883,0.0
2020-01-01 01:00:00,601.5371113157172,598.3939947965254,0.0,0.794986944685267,819.955597247899,599.7627252211457,11.116269642008328,5.556341657430296,11.12221714177194
2020-01-01 02:00:00,492.3019233521889,631.7166246611329,0.0,0.0,722.5177813819639,659.2712806345055,9.459100379303353,7.2676430629662,1.3914932975720358
2020-01-01 03:00:00,681.6384968707604,692.5927319678002,0.0,15.749209983435136,716.5779724077479,615.4815306453188,12.09872195804692,8.58560113442656,0.0
2020-01-01 04:00:00,648.2139815908685,602.424107848018,30.296298121488725,0.0,758.8543887479574,685.8314167493648,10.388690448459837,8.309333095926721,0.0
2020-01-01 05:00:00,605.2360025922679,613.71080742752,0.0,0.0,827.6398006680242,729.4172117183969,11.29227141937058,8.673911187036794,0.0
2020-01-01 06:00:00,612.2750218811038,602.6221151530776,0.0,0.0,819.4936261524915,726.7244854048287,11.811152954208906,7.71057915770268,0.0
2020-01-01 07:00:00,654.2083098717588,675.2654495302672,142.18900588424722,193.7494681936385,917.1018733944728,774.0506837491537,10.037014579868538,7.175178811040951,195.94051394818632
2020-01-01 08:00:00,630.7615144548383,597.0379338355808,302.7418607198073,312.16875321734176,910.3819292263092,716.4853690080574,8.954921084737206,8.646463743783032,412.23630344828814
2020-01-01 09:00:00,640.9525859649832,596.1587764269162,422.6254405828205,458.91579830409296,960.220019935156,759.4203496090927,9.45433335405206,7.744535460971179,646.2752834296462
2020-01-01 10:00:00,700.774387518422,663.7249100055125,547.7701554705067,491.4679172884056,974.7584260299668,782.4753732932577,12.155146849238085,6.346877896926256,718.2064553130094
2020-01-01 11:00:00,697.1600778858658,621.5884603433476,615.7692057200774,598.7624840094227,1010.8593193088468,791.0544495810104,11.951733543012466,6.676739134740433,809.717609395726
2020-01-01 12:00:00,672.8818048522465,720.3962977442626,628.2004433586502,605.5960102031764,1029.765471500254,826.4511790528428,10.81990731634136,4.871370605569647,851.2647783065078
2020-01-01 13:00:00,679.1316333894066,642.8953430147008,628.0049041860832,602.6354644349307,933.4160749394724,868.1813211302427,10.77096532461527,5.292402573529533,838.2548245174152
2020-01-01 14:00:00,699.9634230066562,547.9843800195581,513.9179447785527,522.8367551821791,1039.9430264915484,843.9343853795423,9.862818469140985,3.677697447386139,706.0596793656118
2020-01-01 15:00:00,664.4682980274282,623.5385469257903,471.4839058306868,414.4763377045094,1062.6927970756876,843.2056490892747,10.686717519057332,4.7205145159588975,574.7101081437349
2020-01-01 16:00:00,682.9955742201851,567.1973464457584,292.3629388923084,312.5702332149544,1009.3559635564374,788.0137454717843,9.865378096184433,2.9725113464473627,414.1052345268289
2020-01-01 17:00:00,742.1452924142808,637.4533517299049,153.89528886072404,195.36361090324263,1013.522946843988,782.1028530944856,8.19195668855383,2.641115599663626,240.73088620060747
2020-01-01 18:00:00,711.420799924476,629.957719682145,0.0,0.0,936.314130638636,787.1957067856297,10.14250767529118,3.993878517368504,0.0
2020-01-01 19:00:00,649.418380569632,634.7440119120502,0.0,0.0,913.1312618374724,746.6561422345329,11.090533053068851,3.92682257269213,0.0
2020-01-01 20:00:00,704.9751897553697,576.153952125205,0.0,1.5412757790989164,948.1934321315548,717.772636042193,10.479742445418095,3.7436149924576494,0.0
2020-01-01 21:00:00,773.3440567812672,667.4365035022258,11.540339626123544,2.693410539101615,796.1747074536296,775.9853404245052,10.993192007106709,4.685428640199372,0.0
2020-01-01 22:00:00,730.2410257252931,596.1598968639275,60.67532469455106,22.322507837786794,838.1312885765947,725.1754373197854,10.15764877408976,3.5775673092314406,0.0
2020-01-01 23:00:00,740.3973588212764,736.2024745442952,0.0,35.616311996952305,774.621686599499,649.6703647856928,10.72753200673816,5.191020253555897,2.17008069448287
2020-01-02 00:00:00,789.2064691994544,708.7908878778397,0.0,0.0,776.5469561454247,652.3838005807294,12.489320078339944,5.994637539723331,0.0
2020-01-02 01:00:00,859.3461756898737,579.9667947137583,0.0,0.0,725.0834526085338,657.4339062714774,10.993988457473566,7.370335986469877,13.11268556130956
2020-01-02 02:00:00,724.6067428002278,654.6764507262474,0.0,10.146347083832126,802.2685548355987,561.9998506248509,7.887805255370083,7.342430037329778,1.5087552698038975
2020-01-02 03:00:00,842.568701878727,631.9624994986636,4.1779564153510265,0.0,836.4137266866395,626.4439924814925,12.53110424013851,7.705585608461731,61.50558501665654
2020-01-02 04:00:00,705.0912241717607,674.9063077235962,31.245164479517527,30.6677681868672,782.9845326064271,601.6816674334314,9.028392063296607,8.642055665082534,5.092144304074867
2020-01-02 05:00:00,786.4237483307537,639.0314366692816,36.55774434220151,0.0,863.04344326674,644.6181695030382,10.745343043812492,7.18983535357162,0.0
